Loan #,Loan Type,Asset,Balance,Rate,startDate,endDate,Asset Value
681,Car,Lamborghini,21519.27266,0.137340874,01/10/21,01/12/25,17307.36225
682,Car,Civic,20484.84143,0.157433319,01/10/21,01/05/27,16809.79507
683,Car,Mercedes,21191.05301,0.172804472,01/10/21,01/09/26,18046.34758
684,Car,Mercedes,21334.80134,0.149094037,01/10/21,01/05/27,16878.6759
685,Car,Civic,8415.581911,0.166282848,01/10/21,01/07/26,6175.971447
686,Car,Mercedes,21869.47643,0.170914002,01/10/21,01/01/27,18827.44671
687,Car,Mercedes,16152.1715,0.199922023,01/10/21,01/10/26,12755.69689
688,Car,Mercedes,22930.02468,0.152448684,01/10/21,01/12/25,18751.8261
689,Car,AlfaRomeo,22135.63292,0.131508275,01/10/21,01/10/26,18590.36841
690,Car,Civic,17415.61543,0.188046342,01/10/21,01/11/26,15029.31102
691,Car,Mercedes,20129.40055,0.147228856,01/10/21,01/06/27,16257.19153
692,Car,Civic,23608.42279,0.179124069,01/10/21,01/06/26,20988.39293
693,Car,Lamborghini,24112.25249,0.180367537,01/10/21,01/11/26,20423.16281
694,Car,Civic,19333.40247,0.153336809,01/10/21,01/06/26,16350.58449
695,Car,Civic,20075.33766,0.186329315,01/10/21,01/05/26,17111.02985
696,Car,Mercedes,19184.34718,0.174333199,01/10/21,01/02/27,16837.8492
697,Car,Mercedes,11246.84433,0.141034788,01/10/21,01/02/26,10049.70322
698,Car,Lamborghini,13250.39002,0.188595508,01/10/21,01/01/27,10713.71776
699,Car,Civic,21239.23805,0.165395567,01/10/21,01/10/26,18426.42429
700,Car,Lamborghini,16455.77752,0.16687599,01/10/21,01/06/26,13633.75239
701,Car,Mercedes,19047.35874,0.169002665,01/10/21,01/04/26,14436.37441
702,Car,AlfaRomeo,12217.77518,0.158929135,01/10/21,01/06/27,9248.381605
703,Car,Civic,11191.67622,0.169225972,01/10/21,01/08/27,10229.20173
704,Car,Lamborghini,16493.87841,0.169808116,01/10/21,01/09/26,13192.85618
705,Car,AlfaRomeo,11749.28515,0.156990578,01/10/21,01/08/26,9236.892858
706,Car,Civic,15335.67201,0.156182669,01/10/21,01/09/27,12612.66278
707,Car,Civic,17808.01207,0.191612019,01/10/21,01/04/26,14218.55349
708,Car,Civic,19323.04064,0.184985284,01/10/21,01/05/27,16749.18844
709,Car,Mercedes,19120.29705,0.171892246,01/10/21,01/04/26,14596.88218
710,Car,Civic,22823.51301,0.169176189,01/10/21,01/09/27,17850.21896
711,Car,Civic,15271.37306,0.192220692,01/10/21,01/08/27,13027.05062
712,Car,AlfaRomeo,26276.54927,0.130254879,01/10/21,01/12/25,20390.26735
713,Car,Mercedes,11977.97202,0.153486865,01/10/21,01/03/26,9290.227747
714,Car,AlfaRomeo,24509.42909,0.177761068,01/10/21,01/07/26,20789.48889
715,Car,Civic,20669.48161,0.190799307,01/10/21,01/12/26,16357.39678
716,Car,AlfaRomeo,16025.47951,0.130254879,01/10/21,01/03/26,12432.98985
717,Car,Lamborghini,15943.53302,0.15529983,01/10/21,01/04/26,14235.59183
718,Car,Mercedes,22962.98522,0.196311775,01/10/21,01/07/26,19514.29131
719,Car,Mercedes,17350.0982,0.155776901,01/10/21,01/03/27,14171.12034
720,Car,Civic,22783.58027,0.158888297,01/10/21,01/02/26,19145.03371
721,Car,Civic,14908.34021,0.174837618,01/10/21,01/07/27,13200.48436
722,Car,Mercedes,14705.52841,0.162884287,01/10/21,01/06/27,10835.36988
723,Car,AlfaRomeo,13564.34464,0.199922023,01/10/21,01/04/26,11145.66385
724,Car,Civic,22976.66686,0.177323044,01/10/21,01/07/26,18895.11493
725,Car,Civic,19650.10066,0.173456348,01/10/21,01/05/26,15638.51388
726,Car,AlfaRomeo,20463.33173,0.146590752,01/10/21,01/03/27,16002.19417
727,Car,Civic,8085.225651,0.16134051,01/10/21,01/02/27,5415.079474
728,Car,Lamborghini,14851.74938,0.165169318,01/10/21,01/02/26,12074.38961
729,Car,Mercedes,15023.23433,0.156654267,01/10/21,01/02/27,11564.27714
730,Car,Mercedes,28986.33427,0.1372025,01/10/21,01/12/26,22762.34813
731,Car,Lamborghini,14361.5384,0.15636927,01/10/21,01/07/26,12549.20745
732,Car,AlfaRomeo,21554.59253,0.199922023,01/10/21,01/08/26,17050.52969
733,Car,Mercedes,18529.99943,0.150291594,01/10/21,01/12/26,14783.26769
734,Car,Civic,16574.79508,0.152425103,01/10/21,01/10/26,12502.62224
735,Car,Civic,18665.18601,0.143474124,01/10/21,01/04/26,13568.60881
736,Car,Civic,17632.61646,0.163174292,01/10/21,01/03/27,14606.68896
737,Car,Civic,15544.13601,0.177485187,01/10/21,01/12/26,12002.47095
738,Car,Mercedes,14745.1639,0.159572746,01/10/21,01/06/26,11440.76788
739,Car,Civic,13899.59377,0.163197511,01/10/21,01/03/26,11149.94798
740,Car,Mercedes,16179.29507,0.169274727,01/10/21,01/05/26,14104.17688
741,Car,AlfaRomeo,22391.04485,0.157150831,01/10/21,01/12/26,17730.5674
742,Car,Civic,20544.19781,0.188201997,01/10/21,01/12/26,16779.6838
743,Car,Mercedes,19418.22504,0.168524671,01/10/21,01/12/25,15046.4618
744,Car,Civic,20032.10753,0.171398491,01/10/21,01/12/25,16310.04807
745,Car,Mercedes,22037.41057,0.163513375,01/10/21,01/03/26,17171.01975
746,Car,AlfaRomeo,16011.40081,0.199922023,01/10/21,01/05/26,14394.44713
747,Car,Mercedes,13220.36945,0.18217759,01/10/21,01/08/26,11007.84713
748,Car,Civic,18142.632,0.172722801,01/10/21,01/08/26,13881.42075
749,Car,Lamborghini,16221.56653,0.130254879,01/10/21,01/09/27,13190.9852
750,Car,Mercedes,20847.42856,0.155815375,01/10/21,01/06/26,15874.45575
751,Car,Mercedes,14317.98389,0.171668875,01/10/21,01/06/26,10113.50001
752,Car,AlfaRomeo,17543.94331,0.177223808,01/10/21,01/05/27,13724.71311
753,Car,Lamborghini,16465.14514,0.170405532,01/10/21,01/12/25,15803.38817
754,Car,Civic,18735.81832,0.160234734,01/10/21,01/10/26,15786.29141
755,Car,AlfaRomeo,19006.81747,0.13853116,01/10/21,01/01/27,14970.47347
756,Car,Mercedes,11370.04589,0.134636811,01/10/21,01/09/27,9498.284856
757,Car,Civic,21994.09366,0.170036095,01/10/21,01/05/26,18911.45173
758,Car,Mercedes,19212.66595,0.174026916,01/10/21,01/06/26,16236.5135
759,Car,Civic,19846.07245,0.186494299,01/10/21,01/11/26,16081.91717
760,Car,Civic,13486.52541,0.196723913,01/10/21,01/12/26,10001.34766
761,Car,Lamborghini,17167.27246,0.171216296,01/10/21,01/03/27,12952.08978
762,Car,Civic,13508.46059,0.198073472,01/10/21,01/12/26,10843.67394
763,Car,Lamborghini,23996.01225,0.193638743,01/10/21,01/03/27,20143.46574
764,Car,Lamborghini,15090.35886,0.185499948,01/10/21,01/04/27,11724.77404
765,Car,Civic,26773.01318,0.161481459,01/10/21,01/05/27,22278.24552
766,Car,AlfaRomeo,14281.00776,0.180631214,01/10/21,01/03/26,10294.58845
767,Car,AlfaRomeo,15353.80538,0.181057785,01/10/21,01/12/26,13852.92534
768,Car,AlfaRomeo,20568.3862,0.143381618,01/10/21,01/08/26,15518.10497
769,Car,Civic,26626.64237,0.157363085,01/10/21,01/09/26,22197.0579
770,Car,Civic,24120.36708,0.130254879,01/10/21,01/12/25,20304.20543
771,Car,Civic,12890.85309,0.187265505,01/10/21,01/06/27,11571.95561
772,Car,AlfaRomeo,13964.73719,0.187424307,01/10/21,01/06/26,11862.25449
773,Car,Mercedes,22497.19689,0.182804951,01/10/21,01/12/25,18404.54593
774,Car,AlfaRomeo,16710.13667,0.162797482,01/10/21,01/09/27,12253.61036
775,Car,Mercedes,14556.29897,0.169327837,01/10/21,01/08/26,11557.30439
776,Car,AlfaRomeo,24604.18789,0.16896568,01/10/21,01/02/27,21887.81095
777,Car,Mercedes,22302.20665,0.199922023,01/10/21,01/07/26,18328.88564
778,Car,Civic,21287.89599,0.16212151,01/10/21,01/12/25,17924.15479
779,Car,Lamborghini,19965.36741,0.134237415,01/10/21,01/01/27,16621.79824
780,Car,Civic,25579.03241,0.138273247,01/10/21,01/10/26,20532.19923
781,Car,Civic,12147.94016,0.130254879,01/10/21,01/09/26,10381.52035
782,Car,Civic,9646.493432,0.165632726,01/10/21,01/10/26,7351.950933
783,Car,AlfaRomeo,21051.00961,0.185820404,01/10/21,01/02/27,17178.05442
784,Car,Mercedes,12569.34203,0.199922023,01/10/21,01/03/27,11005.49748
785,Car,Mercedes,22591.84865,0.165102628,01/10/21,01/01/26,19253.74719
786,Car,AlfaRomeo,17748.71341,0.145268714,01/10/21,01/06/27,14349.82889
787,Car,Civic,20115.05854,0.150744053,01/10/21,01/07/26,15687.87666
788,Car,Mercedes,17627.8248,0.14592587,01/10/21,01/07/26,13922.05868
789,Car,Civic,16165.61669,0.141971251,01/10/21,01/06/27,13741.63423
790,Car,Mercedes,12381.2761,0.199922023,01/10/21,01/03/26,9969.445516
791,Car,AlfaRomeo,21940.82971,0.171617457,01/10/21,01/11/26,18143.56532
792,Car,Lamborghini,15558.93892,0.191999947,01/10/21,01/10/26,11854.20692
793,Car,Civic,19089.07898,0.166105032,01/10/21,01/06/27,17056.11511
794,Car,Civic,24534.49551,0.154961568,01/10/21,01/08/27,20464.3495
795,Car,Mercedes,18212.25468,0.199922023,01/10/21,01/12/26,15895.08723
796,Car,Civic,20876.4194,0.177160161,01/10/21,01/04/26,16518.6441
797,Car,Lamborghini,18907.55821,0.186428921,01/10/21,01/12/26,15566.51973
798,Car,Civic,20216.8627,0.15040018,01/10/21,01/10/26,17283.35018
799,Car,Civic,14924.25882,0.1972481,01/10/21,01/07/26,11849.35108
800,Car,Lamborghini,21323.1797,0.163293095,01/10/21,01/01/27,17850.92434
801,Car,AlfaRomeo,24569.41822,0.152732702,01/10/21,01/02/27,20403.67639
802,Car,Mercedes,14945.36917,0.180600682,01/10/21,01/02/27,12560.95071
803,Car,Civic,24253.8675,0.137129172,01/10/21,01/10/26,19240.38681
804,Car,Civic,26667.33003,0.17796248,01/10/21,01/09/27,22119.24229
805,Car,Lamborghini,18628.72891,0.168110407,01/10/21,01/09/27,15764.9503
806,Car,Civic,16997.22545,0.136614626,01/10/21,01/10/26,13811.02649
807,Car,Civic,15639.87798,0.164568351,01/10/21,01/09/27,13378.70891
808,Car,Civic,24950.37366,0.184909547,01/10/21,01/11/26,20975.03
809,Car,Lamborghini,26559.66143,0.153861525,01/10/21,01/07/26,22512.86706
810,Car,Civic,13908.54915,0.17320666,01/10/21,01/02/27,11207.3194
811,Car,Civic,20704.75844,0.130254879,01/10/21,01/08/26,17171.78046
812,Car,Civic,19627.00325,0.168906613,01/10/21,01/02/27,15519.89813
813,Car,AlfaRomeo,14249.24493,0.14962418,01/10/21,01/07/26,12029.60863
814,Car,Civic,12693.44944,0.139822291,01/10/21,01/04/26,11246.6432
815,Car,Civic,21830.2548,0.152161493,01/10/21,01/11/26,18012.66542
816,Car,AlfaRomeo,22985.71833,0.188529047,01/10/21,01/10/26,18736.90118
817,Car,AlfaRomeo,18706.06083,0.157357102,01/10/21,01/05/26,14019.36803
818,Car,AlfaRomeo,20633.57023,0.146752553,01/10/21,01/04/26,15963.17662
819,Car,Civic,16993.98017,0.169645238,01/10/21,01/09/26,14044.88523
820,Car,Civic,16564.55038,0.188638923,01/10/21,01/12/25,12834.54072
821,Car,Lamborghini,17488.94249,0.171707811,01/10/21,01/12/26,15070.2653
822,Car,Lamborghini,20821.86116,0.155089315,01/10/21,01/01/27,17296.98376
823,Car,AlfaRomeo,12739.32896,0.15940245,01/10/21,01/05/27,9036.975216
824,Car,Mercedes,16920.78281,0.176161133,01/10/21,01/02/27,13353.21682
825,Car,Mercedes,24878.15564,0.199922023,01/10/21,01/08/26,21798.64298
826,Car,AlfaRomeo,26112.53435,0.154948832,01/10/21,01/04/26,21203.03181
827,Car,Civic,13433.78332,0.171335361,01/10/21,01/05/26,11617.22925
828,Car,Civic,18186.80936,0.148299054,01/10/21,01/05/27,14815.84245
829,Car,Mercedes,27133.34059,0.198849899,01/10/21,01/09/26,20998.74036
830,Car,Civic,21373.54122,0.138683299,01/10/21,01/06/27,18026.78592
831,Car,Mercedes,19639.90282,0.132143825,01/10/21,01/06/26,16601.51468
832,Car,Mercedes,16249.3737,0.184893669,01/10/21,01/10/26,13280.12547
833,Car,Lamborghini,14579.75208,0.164026939,01/10/21,01/11/26,12031.0656
834,Car,Mercedes,16051.41271,0.189530637,01/10/21,01/11/26,12847.23411
835,Car,Mercedes,22127.24253,0.173446194,01/10/21,01/12/25,18144.3919
836,Car,AlfaRomeo,18827.60721,0.163998059,01/10/21,01/09/26,14056.45673
837,Car,AlfaRomeo,17849.54577,0.168011511,01/10/21,01/02/26,14918.27092
838,Car,Civic,19235.52528,0.139899947,01/10/21,01/02/27,14817.70603
839,Car,Mercedes,14099.8027,0.186755063,01/10/21,01/08/26,12637.48967
840,Car,Civic,26683.03396,0.167047515,01/10/21,01/06/27,23180.36397
841,Car,Civic,21270.25035,0.151713657,01/10/21,01/01/27,19053.09778
842,Car,Mercedes,19124.62142,0.130254879,01/10/21,01/01/26,13747.89564
843,Car,Lamborghini,10735.62824,0.165172439,01/10/21,01/10/26,9810.155642
844,Car,AlfaRomeo,17592.07853,0.171839629,01/10/21,01/02/27,14515.37063
845,Car,AlfaRomeo,18490.01757,0.168985825,01/10/21,01/04/27,15583.88074
846,Car,Lamborghini,17074.48895,0.130254879,01/10/21,01/12/25,12928.8843
847,Car,AlfaRomeo,13472.73208,0.177603646,01/10/21,01/10/26,10871.21022
848,Car,Lamborghini,22026.23872,0.156498361,01/10/21,01/12/26,18873.30452
849,Car,Civic,25203.74484,0.185212868,01/10/21,01/06/26,22050.79364
850,Car,Mercedes,17466.21329,0.169767065,01/10/21,01/02/27,14864.81519
851,Car,Lamborghini,8563.825391,0.153359135,01/10/21,01/06/26,8015.342916
852,Car,Lamborghini,16998.29279,0.189944103,01/10/21,01/08/26,14068.68553
853,Car,Mercedes,14200.47305,0.176488706,01/10/21,01/02/27,11596.24574
854,Car,Lamborghini,21342.32775,0.154969273,01/10/21,01/03/26,17899.95571
855,Car,Mercedes,17285.53999,0.16133321,01/10/21,01/04/26,14658.57533
856,Car,Lamborghini,17622.91698,0.160909744,01/10/21,01/10/26,15377.66697
857,Car,Lamborghini,27415.05223,0.199922023,01/10/21,01/12/26,22528.38611
858,Car,Mercedes,18173.96444,0.14086045,01/10/21,01/11/26,14196.86
859,Car,Civic,14185.74315,0.176204392,01/10/21,01/10/26,11502.00364
860,Car,Lamborghini,20529.67198,0.17739689,01/10/21,01/03/27,15663.71828
861,Car,Lamborghini,22126.13356,0.161534706,01/10/21,01/02/27,17497.61483
862,Car,Civic,23970.48263,0.152310165,01/10/21,01/06/26,19395.8661
863,Car,Civic,21895.72734,0.179305414,01/10/21,01/09/27,16957.5271
864,Car,Mercedes,18202.78116,0.16387847,01/10/21,01/08/26,14951.84552
865,Car,Lamborghini,16002.1821,0.153614639,01/10/21,01/07/27,14097.97359
866,Car,Civic,20290.37922,0.177465868,01/10/21,01/08/27,17254.19153
867,Car,Mercedes,18204.10576,0.14640667,01/10/21,01/05/26,16305.01282
868,Car,AlfaRomeo,18573.89212,0.169104812,01/10/21,01/02/27,15438.51783
869,Car,Civic,18496.94423,0.170993428,01/10/21,01/08/26,17330.40088
870,Car,Civic,12889.99797,0.153627866,01/10/21,01/01/27,10076.47829
871,Car,AlfaRomeo,22896.72015,0.19061155,01/10/21,01/01/26,20533.63044
872,Car,Civic,15053.19031,0.130586755,01/10/21,01/10/26,14009.30695
873,Car,Lamborghini,15177.47602,0.157157769,01/10/21,01/05/26,11852.63812
874,Car,AlfaRomeo,24205.28257,0.199922023,01/10/21,01/09/27,21066.5567
875,Car,Mercedes,24308.02977,0.161019364,01/10/21,01/06/26,20113.1915
876,Car,Civic,21698.16023,0.199922023,01/10/21,01/08/26,19934.8267
877,Car,AlfaRomeo,22324.31359,0.130254879,01/10/21,01/12/26,19577.208
878,Car,Mercedes,19991.774,0.180251438,01/10/21,01/10/26,16798.83248
879,Car,AlfaRomeo,13816.96823,0.143054999,01/10/21,01/05/26,11188.65026
880,Car,Civic,21739.46273,0.172828269,01/10/21,01/02/27,17047.85474
881,Car,Civic,13858.50975,0.142299301,01/10/21,01/12/25,12095.93811
882,Car,AlfaRomeo,20873.29365,0.147737803,01/10/21,01/11/26,18082.69618
883,Car,Mercedes,17384.69167,0.175128732,01/10/21,01/11/26,14605.88728
884,Car,AlfaRomeo,22780.78365,0.158030025,01/10/21,01/12/25,19293.34208
885,Car,Lamborghini,22501.99073,0.159153337,01/10/21,01/11/26,17813.76525
886,Car,Civic,21032.30101,0.162197456,01/10/21,01/07/26,16827.91991
887,Car,Civic,14621.50087,0.148326162,01/10/21,01/01/27,11575.69754
888,Car,AlfaRomeo,20861.98573,0.199922023,01/10/21,01/03/26,17733.22116
889,Car,Civic,28359.42114,0.154418226,01/10/21,01/12/25,23443.42987
890,Car,Civic,11649.80883,0.192602439,01/10/21,01/02/27,10045.97383
891,Car,Mercedes,12774.87337,0.176259546,01/10/21,01/05/26,10794.35674
892,Car,Civic,20246.41713,0.158184223,01/10/21,01/11/26,16133.50205
893,Car,Civic,15875.80367,0.185847326,01/10/21,01/08/26,13829.13799
894,Car,AlfaRomeo,19016.11237,0.130254879,01/10/21,01/12/25,16191.00774
895,Car,Civic,21145.14047,0.181373651,01/10/21,01/12/25,18013.03319
896,Car,Civic,14154.50742,0.196523749,01/10/21,01/11/26,11756.59142
897,Car,AlfaRomeo,18590.10668,0.168396864,01/10/21,01/10/26,14974.46374
898,Car,Civic,28306.57148,0.199922023,01/10/21,01/08/27,24242.64356
899,Car,Civic,21547.59423,0.155552661,01/10/21,01/05/27,18774.49458
900,Car,Lamborghini,17125.69003,0.182003328,01/10/21,01/07/26,13658.9994
901,Car,Civic,21492.41532,0.130254879,01/10/21,01/11/26,17876.51004
902,Car,Civic,15855.28337,0.15950461,01/10/21,01/01/26,13739.99968
903,Car,AlfaRomeo,19836.96626,0.130254879,01/10/21,01/10/26,14527.60768
904,Car,AlfaRomeo,13109.11935,0.174919958,01/10/21,01/05/27,10950.68734
905,Car,Mercedes,15383.02657,0.171359434,01/10/21,01/08/26,13315.48124
906,Car,AlfaRomeo,16107.92917,0.142411975,01/10/21,01/01/26,13028.8341
907,Car,Civic,26054.4602,0.182490542,01/10/21,01/09/26,21537.3357
908,Car,Civic,25771.32253,0.164122782,01/10/21,01/10/26,20753.62502
909,Car,Civic,20754.12109,0.179142672,01/10/21,01/03/27,16178.32044
910,Car,AlfaRomeo,15471.78934,0.16839559,01/10/21,01/11/26,12296.04632
911,Car,Civic,15093.49794,0.192140467,01/10/21,01/07/26,13661.20301
912,Car,Lamborghini,19917.80381,0.170056894,01/10/21,01/04/26,17354.51275
913,Car,Civic,21574.35884,0.153879098,01/10/21,01/07/26,15827.14539
914,Car,Lamborghini,12502.99448,0.158728228,01/10/21,01/05/26,10607.03153
915,Car,Civic,15880.15962,0.19383836,01/10/21,01/01/27,13821.88444
916,Car,AlfaRomeo,28370.67597,0.163443224,01/10/21,01/04/26,22990.93235
917,Car,Civic,21095.36324,0.154955604,01/10/21,01/10/26,18382.20459
918,Car,AlfaRomeo,27248.01439,0.15692766,01/10/21,01/09/26,23374.61617
919,Car,AlfaRomeo,9737.672206,0.160964785,01/10/21,01/09/27,8806.619566
920,Car,Lamborghini,19630.5227,0.146652284,01/10/21,01/09/26,15478.79432
921,Car,Civic,27343.81723,0.143508756,01/10/21,01/12/26,23007.6685
922,Car,Civic,18906.23127,0.170259963,01/10/21,01/05/27,15867.54771
923,Car,Lamborghini,28366.09026,0.184904167,01/10/21,01/06/26,23914.87707
924,Car,Civic,23996.06458,0.164664412,01/10/21,01/08/26,18996.96144
925,Car,Mercedes,19678.91895,0.195081643,01/10/21,01/12/26,15095.91731
926,Car,Civic,25561.78569,0.145605855,01/10/21,01/03/26,21233.07115
927,Car,Mercedes,18498.61386,0.180779581,01/10/21,01/12/25,15549.43359
928,Car,Civic,21311.23429,0.167541982,01/10/21,01/04/27,17520.96453
929,Car,Civic,17112.01096,0.188607513,01/10/21,01/08/26,14407.85627
930,Car,Lamborghini,17870.92604,0.143957682,01/10/21,01/07/26,13986.80107
931,Car,AlfaRomeo,18396.47421,0.159303732,01/10/21,01/10/26,15672.82045
932,Car,Mercedes,20570.63112,0.174517939,01/10/21,01/06/26,17158.26712
933,Car,AlfaRomeo,20345.79846,0.170227037,01/10/21,01/12/26,16771.48363
934,Car,AlfaRomeo,17161.47887,0.168799985,01/10/21,01/02/27,13712.67185
935,Car,Mercedes,19151.5115,0.181177953,01/10/21,01/09/26,14534.65572
936,Car,Lamborghini,19808.53512,0.195859564,01/10/21,01/07/27,16087.72746
937,Car,Civic,19331.0927,0.166562369,01/10/21,01/12/26,16984.34493
938,Car,Lamborghini,21936.76518,0.199922023,01/10/21,01/04/26,18562.81637
939,Car,Civic,15774.76973,0.160617765,01/10/21,01/06/27,15376.39672
940,Car,Lamborghini,25157.27046,0.154296388,01/10/21,01/12/26,21824.16758
941,Car,Mercedes,23469.26991,0.199922023,01/10/21,01/12/25,19256.46734
942,Car,AlfaRomeo,19745.30719,0.199922023,01/10/21,01/08/26,17086.00984
943,Car,Civic,16608.13855,0.156693615,01/10/21,01/07/26,14440.85622
944,Car,Civic,26606.95378,0.152404446,01/10/21,01/01/27,22303.10437
945,Car,AlfaRomeo,19118.81965,0.156133626,01/10/21,01/04/27,15122.60751
946,Car,Civic,13622.95098,0.158519905,01/10/21,01/06/26,11939.63445
947,Car,Mercedes,18917.96786,0.136334726,01/10/21,01/12/25,15060.74916
948,Car,Mercedes,25465.44764,0.199922023,01/10/21,01/10/26,20502.86633
949,Car,Civic,21779.25394,0.164966428,01/10/21,01/08/26,18998.31563
950,Car,AlfaRomeo,16872.26126,0.163214936,01/10/21,01/05/27,15461.23544
951,Car,AlfaRomeo,19551.04449,0.199922023,01/10/21,01/02/26,16044.12112
952,Car,Mercedes,22775.69562,0.176300232,01/10/21,01/08/26,19367.22861
953,Car,Mercedes,22023.87573,0.163001373,01/10/21,01/08/26,18115.9472
954,Car,Mercedes,9125.350836,0.151819076,01/10/21,01/01/27,8121.635159
955,Car,AlfaRomeo,15969.92426,0.165035531,01/10/21,01/01/27,14163.80121
956,Car,Mercedes,14057.15036,0.143703285,01/10/21,01/03/27,12358.99047
957,Car,Mercedes,14182.62186,0.178134512,01/10/21,01/10/26,12905.9178
958,Car,Mercedes,20568.92781,0.199922023,01/10/21,01/08/27,16441.75611
959,Car,Lamborghini,14940.47648,0.176110786,01/10/21,01/08/26,12243.10691
960,Car,Civic,19726.35805,0.151580952,01/10/21,01/12/26,16649.77468
961,Car,AlfaRomeo,22257.81899,0.174577822,01/10/21,01/08/27,18555.06013
962,Car,Lamborghini,16933.8734,0.169098904,01/10/21,01/12/26,14414.52738
963,Car,Civic,11429.62167,0.173504285,01/10/21,01/07/27,9589.354613
964,Car,Civic,25233.81651,0.16277592,01/10/21,01/10/26,20735.42958
965,Car,AlfaRomeo,21047.79042,0.161586555,01/10/21,01/02/27,17268.89713
966,Car,Mercedes,20013.73995,0.193030713,01/10/21,01/10/26,15057.21989
967,Car,Mercedes,18058.75981,0.16573313,01/10/21,01/09/26,14278.57019
968,Car,Mercedes,19034.43872,0.169535693,01/10/21,01/05/26,15149.79973
969,Car,Mercedes,18953.29462,0.158287694,01/10/21,01/02/27,16833.62348
970,Car,Civic,18309.83812,0.133085033,01/10/21,01/03/26,15834.61588
971,Car,Mercedes,26794.44298,0.156771192,01/10/21,01/05/26,22139.36059
972,Car,Mercedes,5912.62086,0.167045878,01/10/21,01/02/27,5265.282805
973,Car,Civic,20604.13406,0.140954375,01/10/21,01/08/27,16981.28312
974,Car,AlfaRomeo,18762.50381,0.199922023,01/10/21,01/12/25,15921.01083
975,Car,Civic,19428.90146,0.173649137,01/10/21,01/08/26,14648.79441
976,Car,Civic,19480.41685,0.152010023,01/10/21,01/05/26,16729.54807
977,Car,Civic,27435.01332,0.158019984,01/10/21,01/01/27,21908.22378
978,Car,Lamborghini,25169.45395,0.145758798,01/10/21,01/07/26,19718.96016
979,Car,Civic,18710.14492,0.179536033,01/10/21,01/11/26,14648.38301
980,Car,Civic,14373.22929,0.185773656,01/10/21,01/12/25,12420.14224
981,Car,AlfaRomeo,18339.50448,0.167178754,01/10/21,01/12/25,14541.94513
982,Car,Civic,15596.53457,0.165726989,01/10/21,01/02/27,13219.27117
983,Car,AlfaRomeo,26339.2872,0.134995856,01/10/21,01/02/26,23805.26073
984,Car,Mercedes,24571.35793,0.187923771,01/10/21,01/04/26,19272.87761
985,Car,Lamborghini,17490.32637,0.147180821,01/10/21,01/04/27,15097.08846
986,Car,Lamborghini,14953.23323,0.190568719,01/10/21,01/01/26,12420.9889
987,Car,Mercedes,16681.09806,0.195259215,01/10/21,01/11/26,13971.24192
988,Car,Lamborghini,20307.43708,0.131046452,01/10/21,01/10/26,17649.67575
989,Car,AlfaRomeo,30331.95015,0.171784065,01/10/21,01/09/26,25232.92599
990,Car,Civic,22807.71311,0.185848153,01/10/21,01/04/27,17970.53861
991,Car,AlfaRomeo,25093.89082,0.185451875,01/10/21,01/12/25,21566.58323
992,Car,Mercedes,19992.72918,0.199033288,01/10/21,01/04/26,17472.88448
993,Car,Mercedes,16462.02281,0.159936865,01/10/21,01/02/27,11968.8245
994,Car,Lamborghini,16054.2805,0.163012978,01/10/21,01/04/27,12537.97172
995,Car,AlfaRomeo,18939.34807,0.137550855,01/10/21,01/08/26,16954.34337
996,Car,AlfaRomeo,22077.71994,0.146422401,01/10/21,01/10/26,18367.17493
997,Car,Civic,21159.09723,0.199039997,01/10/21,01/06/26,16287.27817
998,Car,Civic,25000.04772,0.178691956,01/10/21,01/09/27,20610.71079
999,Car,Civic,17602.37278,0.164884986,01/10/21,01/12/25,13965.0802
1000,Car,Lamborghini,24783.11085,0.184066058,01/10/21,01/09/27,21282.42789
1001,Car,AlfaRomeo,21260.48874,0.168066177,01/10/21,01/04/26,17673.98841
1002,Car,AlfaRomeo,19968.18518,0.158295749,01/10/21,01/09/27,16392.61697
1003,Car,Civic,8511.708756,0.167246379,01/10/21,01/08/27,6969.93014
1004,Car,Civic,13376.80365,0.130254879,01/10/21,01/09/26,11046.18145
1005,Car,Mercedes,21495.15954,0.178853842,01/10/21,01/01/26,16690.19853
1006,Car,Civic,21515.94291,0.13578656,01/10/21,01/07/26,16822.38465
1007,Car,Lamborghini,18117.45428,0.14696235,01/10/21,01/06/26,15822.14544
1008,Car,Lamborghini,15164.49719,0.191227167,01/10/21,01/12/26,11711.81437
1009,Car,Civic,22304.62894,0.181150178,01/10/21,01/04/27,16846.98841
1010,Car,Civic,21132.95755,0.175501465,01/10/21,01/02/27,17343.24645
1011,Car,Civic,24208.50625,0.18613491,01/10/21,01/09/27,19468.29912
1012,Car,Civic,21103.22756,0.168975339,01/10/21,01/06/27,18670.49969
1013,Car,Lamborghini,21345.72155,0.133953006,01/10/21,01/07/26,17795.51373
1014,Car,Civic,17176.00326,0.159920639,01/10/21,01/08/26,13909.13107
1015,Car,Civic,17417.01398,0.147330477,01/10/21,01/03/26,15417.80578
1016,Car,Lamborghini,21653.51564,0.160743237,01/10/21,01/02/27,16701.98893
1017,Car,Mercedes,17690.78294,0.184527468,01/10/21,01/03/27,14482.84016
1018,Car,AlfaRomeo,24346.52733,0.162971951,01/10/21,01/07/27,21346.54005
1019,Car,Civic,25337.19473,0.171432046,01/10/21,01/06/26,21060.28336
